CODE,Q1,A1,P/F,Q2
38,인류의 진화에 대해 설명해 주세요.,인류는 중생대에 영장류로 최초로 등장하였으며 신생대에 이르러 오스트랄로피테쿠스가 등장하면서 현생 인류와 비슷한 모습을 띄게 되었습니다. 오스트랄로피테쿠스와 중생대의 영장류를 구분하는 기준은 언어의 사용 여부입니다.,F,
38,인류의 진화에 대해 설명해 주세요.,인류는 약 32만 년 전 화석을 통해서 해당  시기즈음에 최초로 생성되었다고 보고 있습니다. 그러나 32만 년 전 다른 지구 상 생물과 지나친 격차가 있는 생물이며 그 당시의 생물과 DNA 일치도가 낮기 때문에 현재는 지구 밖에서 온 생물이라는 가설이 힘을 얻고 있습니다.,F,
38,인류의 진화에 대해 설명해 주세요.,"인류의 진화는 지속적입니다. 지금도 인류는 끊임없이 진화하고 있으며, 이 진보는 멈추지 않을 것입니다. 또한 인류는 생태계에 구애받지 않는 포식자이기 때문에 지구를 지배하는데에 대한 정당성을 선천적으로 내재하고 있는 생물입니다.",F,
38,인류의 진화에 대해 설명해 주세요.,파란스로푸스는 진화적으로 사람 속에 가장 가까운 자매분류군입니다. 이들 화석 종의 표본들 중 가장 보존이 잘된 표본은 3백 2십만 년 전 지층에서 발견되어 루시라는 이름이 붙은 오스트랄로피테쿠스 아파렌시스의 표본으로 1974년 이디오피아에서 발견되었습니다. 루시는 전체 골격의 40퍼센트 가량이 보존된 여성의 화석입니다.,P,파란스로푸스에 대해 설명해 주세요.
38,광석에 대해 설명해 주세요.,"광상에서 채굴된 경제성을 가지는 유용한 광물 또는 이를 포함하는 암석을 총칭합니다. 광석에는 경제성이 있는 유용 광물과 경제성이 없는 무용 광물이 섞여 있어서, 실제 채굴을 위해서는 광물을 생산하는데 필요한 경비, 현재 광물의 시세, 운반비 등을 면밀히 고려하여야 합니다.",P,채굴에 대해 설명해 주세요.
38,광석에 대해 설명해 주세요.,"대부분의 금속은 채취한 광석들로부터 선광이나 제련과정을 거쳐 회수됩니다. 따라서 광석에 함유된 유용 광물의 농도가 매우 중요하며 이에 따라 생산 단가가 결정됩니다. 또한 과학 및 채굴 기술의 발달, 광물의 시세 급등으로 인하여 지금까지 채취하지 못하던 광물이 갑자기 광석으로 채굴되기도 합니다. ",P,제련과정에 대해 설명해 주세요.
38,광석에 대해 설명해 주세요.,광석이란 광산에서 채굴된 경제성을 잠재한 광물을 가리킵니다 . 따라서 광석 자체적으로는 경제성을 확답할 수 없기 때문에 이를 제련하거나 가공함으로써 경제성을 갖게 됩니다. 그러나 현재 과학 및 채굴 기술의 발달을 통해 그 가치는 점차 하락하고 있습니다.,F,
38,광석에 대해 설명해 주세요.,"광석은 대부분 금속이 함유되어있습니다. 금과 은, 납, 아연, 동, 구리 등 금속이 발견되는 일이 비일비재합니다. 그러나 금속이 함유된 광석은 채굴된 후 바로 경제적 가치를 입증할 수 있기 때문에 제련 과정을 걸치기 전에 거래되곤 합니다.",F,
38,광석에 대해 설명해 주세요.,광석이란 인간에게 유용한 물질을 포함한 암석을 의미합니다. 따라서 화석 역시 광석에 포함됩니다. 현재 광석은 과학 기술의 발전으로 인해 지구 상에 존재하는 것에 한해 모두 정리되어 있습니다. 또한 모든 광석은 제련 전에 강도가 약해 마모될 우려가 있어 유통과정에서 심혈을 기울여야 합니다.,F,
38,광석에 대해 설명해 주세요.,"광석 중에는 몇 가지 금속이 함유된 것도 있습니다. 금과 은, 은과 납과 아연은 서로 수반되는 일이 흔합니다. 이를 통해 회수된 금속 광물들은 인류 문명을 유지하는데 필요합니다. 대표적인 금속 광물과 광석광물에는 알루미늄-깁사이트, 안티몬-스티브나이트, 크롬-크롬철석 등이 있습니다.",P,금속에 대해 설명해 주세요.
38,화성광상에 대해 설명해 주세요.,"화성광상은 정마그마성 광상, 페그마타이트 광상, 기성광상, 열수광상 등의 종류가 있습니다. 이 중에 화성광상과 관계 깊은 것은 마그마인데 마그마는 거의 모든 원소를 포함하는 800~1,200℃의 액상물질로 이것이 냉각될 때 원소들은 화합물이 되는데 마그마의 규산과 금속산화물은 휘발성이 없는 물질로 여러 종류의 광물로 정출됩니다.",P,페그마타이트 광상에 대해 설명해 주세요.
38,화성광상에 대해 설명해 주세요.,휘발성분 중에 집중된 여러 가지 원소는 굳어져 가는 마그마에서 밖으로 새어나가 화성암체 주위에 침전해 여러 가지 유용광물을 포함한 광상을 만듭니다. 이와 같이 마그마 기원의 모든 광상을 광의의 화성광상이라고 합니다. 협의의 화성광상은 정마그마광상만을 의미하는데 마그마가 처음 고결될 때 광상광물이 중력작용으로 마그마 중에 집적되어 만들어진 광상을 말합니다.,P,정마그마광상에 대해 설명해 주세요.
38,화성광상에 대해 설명해 주세요.,"우주 탐사가 활발해지면서 지구 외에 가장 생명체가 존재할 가능성이 있는 행성으로 화성이 손꼽히고 있습니다. 이러한 가설에 힘을 실어주는 것이 화성광상입니다. 화성 지표면을 탐사한 결과 광상이 존재한다는 것이 밝혀지며, 탐사선을 보내 해당 광상을 탐사하고 있습니다.",F,
38,화성광상에 대해 설명해 주세요.,"화성광상은 용암에 포함되어 있다가 용암이 분출되면서 지표면에 나와 인간이 체득한 모든 광물을 포괄합니다. 따라서 대부분 화성암의 성질을 가지고 있으며, 광물이 용암열때문에 쉽게 변질되어 경제적 가치를 띄고 있지는 않습니다.",F,
38,화성광상에 대해 설명해 주세요.,"화성광상은 마그마가 냉각되면서 암석이 되었을 때 그 속에 내장된 광물을 총칭하는 개념입니다. 그리고 화성광상의 경우 화산지역이라는 특정 지역에 밀집되어 있다는 특징을 가지고 있어, 화성광상을 통한 관광 역시 활발하게 진행되고 있습니다.",F,
38,화성광상에 대해 설명해 주세요.,"화성광상의 주요 유형에는 유용광물이 농집되는 시기에 따라 화성암의 주요 조암광물이 완전히 정출되기 전에 생성된 마그마광상, 주요 조암광물의 정출 말기에 생성된 페그마타이트광상, 마그마로 부터 방출되었거나 관련 화성작용으로 가열된 수용액에 의해 생성된 열수광상, 퇴적암을 관입한 화성암의 관입연변부에서 교대작용으로 생성된 접촉교대광상 등이 있습니다.",P,열수광상에 대해 설명해 주세요.
38,퇴적광상에 대해 설명해 주세요.,"광상을 생성요인에 따라 나눈 것 가운데 하나입니다. 풍화로 유용광물이 모인 잔류광상, 물의 흐름으로 모여서 쌓인 기계적 퇴적광상, 지표수와 바닷물에서 유용광물이 침전·퇴적하여 생긴 침전광상 등이 있습니다. 그 밖에 바닷물에 용해된 물질이 적정한 조건에서 화학적 침전을 일으켜 생기는 화학적 퇴적광상도 있습니다.",P,침전광상에 대해 설명해 주세요.
38,퇴적광상에 대해 설명해 주세요.,"금속광상은 쇄설물이 전혀 없는 퇴적분지에서 생물의 뼈조각이나 탄산칼슘 물질, 해록석에 세균이 작용하여 만들어지고, 철광상은 바위에서 녹아 나온 철이 복합이온이나 산화철이 되어 생화학적 침전물이나 직접적인 화학 침전물로 침전하여 생깁니다. 망가니즈광상은 망가니즈가 들어 있는 온천수가 호수나 바다로 들어가서 집괴암·응회암 등의 쇄설물질과 결합하여 생깁니다.",P,철광상에 대해 설명해 주세요.
38,퇴적광상에 대해 설명해 주세요.,"퇴적 광상이란 광상 중 퇴적을 통해서 생성된 것을 한정하는 개념입니다. 그러나 퇴적된 광상의 경우 그 입구를 찾기 힘들며, 밀도가 낮기 때문에 쉽게 부셔지는 경우가 많아 광산으로 발전시키기에는 위험이 많이 따르는 광상입니다.",F,
38,퇴적광상에 대해 설명해 주세요.,퇴적광상은 광상에서 발견되는 광석의 특징에 따라서 분류된 개념으로 주로 퇴적 지층으로 구성되어 있거나 발견되는 대부분의 광석이 퇴적암일 경우에 퇴적광상으로 규정하고 있습니다. 또한 지구의 퇴적 과정을 연구하는 자료로써도 활발하게 사용되고 있습니다.,F,
38,퇴적광상에 대해 설명해 주세요.,"퇴적광상은 금속광물이 존재하지 않습니다. 화학적 변형이 존재하지 않고 퇴적을 통해서만 형성된 광상이기 때문에 주로 화석이나 석탄 석유와 같은 광물만 존재합니다. 또한 퇴적 광상은 그 규정이 까다로워 퇴적 지층으로만 구성된 광상에 한정되고 있어, 지구 상에 극히 특이하게 존재합니다.",F,
38,퇴적광상에 대해 설명해 주세요.,"광상의 생성요인에 따른 분류 중 하나로서, 육지나 바다 밑, 하천, 호수에 퇴적되어 생긴 광상을 말합니다. 대부분 퇴적분지 안에 만들어지며, 풍화에 의한 잔류광상, 물에 의한 기계적 퇴적광상, 지표수와 바닷물에서 침전·퇴적한 침전광상 등이 있습니다. 종류로는 금속광상, 철광상, 망가니즈광상 등이 있습니다.",P,망가니즈광상에 대해 설명해 주세요.
38,석탄에 대해 설명해 주세요.,"광택이 있는 것과 광택이 없는 것이 있는데 전자를 휘탄, 후자를 암탄이라고 합니다. 처음 발견하여 이용한 것은 3000년 전으로 알려져 있으나, BC 315년 그리스의 과학자 테오프라스토스의 암석학 저서 중에 “암석 중에는 연소되는 것이 있어 금속을 녹이는 데 사용할 수 있다”고 기재되어 있는 것이 최초의 기록으로 남아 있습니다.",P,연소에 대해 설명해 주세요.
38,석탄에 대해 설명해 주세요.,"화학적 성질은 공업분석에 의해 수분·회분·휘발분·고정탄소 등을 백분율로 나타내고 원소분석에 의해서 C, H, N, O의 함유량으로 나타냅니다. 그러나 석탄의 정의에 대해 탄소분의 함량기준과 성분이나 조직상으로 명확한 학설이 없었으나, 1957년 미국에서 개최된 국제석탄학회에서 그 학문상의 정의를 정립하게 되었습니다.",P,고정탄소에 대해 설명해 주세요.
38,석탄에 대해 설명해 주세요.,"석탄이란 부패된 동물이 지층에 쌓여가면서 부패됨에 따라 발생한 탄소화합물입니다. 석탄은 연소가 쉽게 되고 탄소,산소,질소,수소를 주성분으로 하고 있으며, 화학 공업 재료로 널리 사용되고 있습니다. 또한 탄소 함유량에 따라서 다양하게 분류됩니다.",F,
38,석탄에 대해 설명해 주세요.,"연대에 따라 석탄에 존재하는 탄소 함량이 변화하는데 탄소 함유량의 높은 정도에 따라서 갈탄, 역청탄, 무연탄으로 구분합니다. 이중 산업적인 용도로 주로 사용되는 것은 역청탄으로 가장 화력이 높고 효율성이 좋기 때문입니다.",F,
38,석탄에 대해 설명해 주세요.,석탄의 종류에 따라서 산업적인 용도가 구별되는 것은 역사적인 배경도 존재합니다. 석탄을 최초로 사용한 그리스에서 자주 발견되는 것이 갈탄과 무연탄이기 때문에 최초에는 갈탄과 유연탄을 산업적인 용도로 사용하였으나 이후 역청탄이 발견되면서 산업적인 용도가 재구분되었습니다.,F,
38,석탄에 대해 설명해 주세요.,"지질시대의 육생식물이나 수생식물이 수중에 퇴적하여 매몰된 후 가열과 가압작용을 받아 변질하여 생성된 흑갈색의 가연성 암석입니다. 석탄은 탄소분이 60%인 이탄, 70%인 아탄 및 갈탄, 80∼90%인 역청탄, 95%인 무연탄으로 나뉩니다. 조성·탄화도 및 품위에 있어서는 석탄에 따라 각기 특성을 가지는 것으로 정의를 내렸습니다. ",P,가연성에 대해 설명해 주세요.
38,원유에 대해 설명해 주세요.,"원유는 땅 속 깊은 곳에서 얻어낸 탄화수소의 혼합물로서, 가공되지 않는 석유라는 뜻으로 ‘원유’라고 부릅니다. 원유가 만들어진 원인과 과정에 대해 정확하게 알려진 바는 없습니다. 그러나 아주 오래 전에 살던 동물들이 죽은 뒤 그 위에 오랜 시간동안 퇴적물이 쌓이고 높은 압력과 열을 받아 부패되면서 만들어졌다는 학설이 받아들여지고 있습니다.",P,탄화수소에 대해 설명해 주세요.
38,원유에 대해 설명해 주세요.,"원유는 분별증류를 통해 가솔린, 등유, 경유, 중유 등으로 분리할 수 있으며 분리된 석유들은 각각 우리 생활에 매우 유용하게 쓰이고 있습니다. 특히 자동차산업의 발달로 인해 석유의 사용은 엄청나게 증가하여 사우디아라비아, 이라크와 같이 석유 매장량이 많은 나라들은 석유의 수출만으로도 큰 수입을 올리고 있습니다.",P,분별증류에 대해 설명해 주세요.
38,원유에 대해 설명해 주세요.,"원유란 젖소에서 생산된 젖으로서 가공되지 아니한 것을 말합니다. 즉 소에게서 갓 얻어낸 우유를 의미하며 살균 등 아무런 인위적인 처리가 되어있지 않은 것이며, 원유의 가격에 따라서 유제품의 원가가 결정될 정도로 경제적으로 중요한 원재료입니다.",F,
38,원유에 대해 설명해 주세요.,원유는 국제적인 규칙에 의해서 생산수단에 따른 생산비용을 중동지역을 기준으로 원가를 결정하기 떄문에 현재는 생산단가가 이전보다 훨씬 저렴해졌다. 원유는 땅 속에서 뽑아낸 뒤 정제된 기름을 말하며 보통 탄화수소를 주성분으로 합니다.,F,
38,원유에 대해 설명해 주세요.,"원유는 황,질소,산소 화합물 따위가 탄화수소와 섞인 혼합화학물입니다. 원유의 발견을 통해 이전에 산업적으로 사용되었던 고래기름이 완벽하게 대체되면서 포경사업이 축소되었고, 석탄이 발생시키는 대기오염이 줄어드는 결과를 낳았습니다.",F,
38,원유에 대해 설명해 주세요.,"석유의 매장량에는 한계가 있고, 석유연료의 사용으로 인한 환경오염이 문제가 되면서 석유를 대체할 연료를 개발하기 위해 전세계적으로 많은 연구가 진행되고 있습니다. 가솔린 대신 전기를 이용해 움직이는 자동차, 등유 대신 태양열을 이용한 가정난방 등이 모두 대체에너지를 연구하면서 만들어진 것들입니다.",P,석유 매장량에 대해 설명해 주세요.
38,천연가스에 대해 설명해 주세요.,"지하에서는 기체상으로 존재하는 탄화수소 가스가 지표로 나오면 액체가 되는 경우 이를 콘덴세이트라고 합니다. 이러한 콘덴세이트의 상대적인 양에 따라 천연가스를 건성가스와 습성가스로 나눌 수 있습니다. 건성가스는 대부분 메탄과 에탄으로 이루어지며, 주로 석탄층 메탄가스와 같이 석탄과 연관이 깊습니다.",P,습성가스에 대해 설명해 주세요.
38,천연가스에 대해 설명해 주세요.,"습성가스는 주로 에탄, 프로판, 부탄 등으로 이루어지며, 일반적으로 프로판이 이 중 50% 이상을 이루며, 이러한 습성가스는 주로 석유와 함께 생산되는 석유동반가스에 속합니다. 최근 황화수소가 다량 포함된 천연가스의 정유 과정에서 황 성분을 추출하여 활용하는 방법으로 경제적인 이익을 얻기도 합니다.",P,황화수소에 대해 설명해 주세요.
38,천연가스에 대해 설명해 주세요.,천연가스는 일반적으로 석탄과 함꼐 매장되어 있습니다. 석탄을 채굴할 때 석탄이 내제된 지층에 포함된 가스로써 가공하기 전에는 연소성을 띄지 않아 안전하지만 탄화수소를 추가하게 되면 압도적인 연소성을 자랑하여 현재는 버스와 같은 대중교통수단에 주로 이용하고 있습니다.,F,
38,천연가스에 대해 설명해 주세요.,역사상 천연가스의 첫 사용은 그리스의 과학자 테오프라스토스의 기록에 남아있습니다. 그의 암석학 저서 중에 연소 가능한 암석을 발견하였는데 그 주변이 온통 뿌연 연기로 뒤덮여 육안으로 구분하기가 어려웠다고 적혀있는데 석탄의 발견 당시 상황의 묘사인 것으로 보아 천연가스에 대한 최초의 기록으로 평가받고 있습니다.,F,
38,천연가스에 대해 설명해 주세요.,탄화수소를 베이스로 하는 가스를 천연가스라고 합니다. 원래는 원유를 발견할 때 발생하는 가스를 칭하는 개념이었으나 그 의미가 확장되어 석유의 기능을 대체하면서 석유와 같이 대기오염을 일으키지 않는 연료를 통틀어서 천연가스라고 불리우고 있습니다.,F,
38,천연가스에 대해 설명해 주세요.,"탄화수소 가스 중 메탄은 맨틀에서 기원하거나, 깊게 묻힌 유기물의 열적 성숙작용으로 형성되거나, 또는 지각 천부에서 박테리아에 의한 유기물의 분해작용으로 형성됩니다. 그 외의 탄화수소 가스는 모두 지각 깊숙한 곳에 묻힌 유기물의 열적 성숙작용으로 형성됩니다.",P,박테리아에 대해 설명해 주세요.
38,핵에너지자원에 대해 설명해 주세요.,"핵에너지는 방사성 원소가 붕괴할 때와 가벼운 원소가 융합할 때 생기는 것입니다. 우라늄의 공광물은 산성 화강암, 페그마타이트, 열수광산 등에 피치블랜드로 나타나고 환원작용이 있는 곳에 모여서 광상을 만듭니다. 대부분의 큰 광상은 쥐라기와 트라이아스기의 퇴적암에 들어 있습니다.",P,피치블랜드에 대해 설명해 주세요.
38,핵에너지자원에 대해 설명해 주세요.,가장 중요한 핵연료는 우라늄이며 이에 대한 연구가 계속되고 있습니다. 1kg 의 우라늄은 약 190톤의 원유의 열에너지에 해당하는 열량을 가지고 있습니다. 우라늄은 유기 화합물을 만들므로 유기물을 많이 포함한 퇴적물에 집중되어 광상을 만드는 특징이 있습니다.,P,핵연료에 대해 설명해 주세요.
38,핵에너지자원에 대해 설명해 주세요.,"핵에너지는 방사성 원소가 핵결합할 때와 가벼운 원소가 핵분열을 할 때 생기는 에너지로 화학반응을 일으키는 대상이 미립자이기 때문에 굉장히 약한 에너지를 가지지만, 양자역학의 발달에 따라서 미시세계의 과학을 설명하는 기능으로 조명받고 있습니다.",F,
38,핵에너지자원에 대해 설명해 주세요.,핵에너지는 천연우라늄의 방사성 원소의 핵분열을 주로 이야기합니다. 그러나 우라늄의 반감기가 지나치게 길고 위험도가 너무 높아 현재는 국제적 조약에 의해 핵에너지 자원 개발에 대해 인류 공통으로 중단을 약속하였습니다.,F,
38,핵에너지자원에 대해 설명해 주세요.,"핵에너지 자원은 원자력이라고 불리며 방사성원소의 원자핵 붕괴를 의미합니다. 이 때 방사선 붕괴 그 자체는 포함하지 않습니다. 원자력이 처음 규명된 이후 다양한 방향으로 연구가 진행되었으나, 현재는 군용목적으로 가장 널리 사용되며 우라늄 자원의 의존성 떄문에 다른 목적은 도태되고 있습니다.",F,
38,망간광석에 대해 설명해 주세요.,망간광석은 철에 들어 있는 산소와 황을 제거하는 데 불가결한 자원이며 굳은 철의 합금을 만드는 데도 사용됩니다. 망간광상은 산호·조개껍질·뼈의 파편·상어 이빨·암편을 핵으로 하여 자라는데 성장 속도는 10만년에 0.5∼1mm정도입니다. 단괴의 직경은 수 mm에서 수cm가 보통이나 더 큰 것도 있습니다. ,P,암편에 대해 설명해 주세요.
38,망간광석에 대해 설명해 주세요.,망간광상은 퇴적작용으로 집중되므로 세계적인 망간광상은 퇴적암 속에서 발견되며 이것이 풍화되어 잔류광상을 이룹니다. 중요한 망간의 광물은 연망간석과 경망간석입니다. 보옥사이트와 마찬가지로 주로 열대 다우 지방에 잔류광상으로 발견됩니다. 망간단괴 외에 대양저를 전체로 덮는 망간피각이 있고 심해저에는 판상망간이 있습니다.,P,경망간석에 대해 설명해 주세요.
38,망간광석에 대해 설명해 주세요.,액체 상태의 전이원소인 망간을 포함한 광석을 망간광석이라고 합니다. 망간은 상온에 녹는점과 끓는 점이 존재하지만 상태 변화를 일으킬 때 발생하는 에너지 효율이 굉장히 높아서 광석과 결합하여 미래의 에너지원으로 평가받고 있습니다.,F,
38,망간광석에 대해 설명해 주세요.,"망간광석은 중세의 연금술사들의 재료로 잘 알려져 있습니다. 망간광석을 통해 금을 만드려는 노력에 대한 기록이 많지만, 사실 망간은 금과 연관성이 없습니다. 현대 산업사회에 이르러 망간광석은 마그네슘을 만드는 가장 기초적인 재료로 사용되고 있습니다.",F,
38,망간광석에 대해 설명해 주세요.,"망간광석은 주로 지엽적으로 발견되는 특징이 있습니다. 망간광석이 발견되는 지역을 망간광상이라고 하는데 주로 온대 지방에서 주로 발견되며, 망간 자체가 습기에 쉽게 변형되기 떄문에 해저광상에서는 발견되지 않는 특징을 지닙니다.",F,
38,망간광석에 대해 설명해 주세요.,"중요한 망간의 광물은 연망간석과 경망간석입니다. 망간단괴의 주성분광물은 산화망간인 토도로카이트, 버네사이트, 버나다이트와 수산화철입니다. 토도로카이트는 심해에 많고 Ni와 Cu를 많이, Co를 적게 집중시키나 버네사이트와 버나다이트는 토도로카이트와 반대입니다. ",P,토도로카이트에 대해 설명해 주세요.
38,다이아몬드에 대해 설명해 주세요.,"다이아몬드는 순수한 탄소로 이루어져 있는데, 각 탄소 원자가 4개의 다른 탄소 원자와 정사면체 형태로 결합된, 지구상에서 가장 단단한 물체입니다. 다이아몬드의 모스 경도는 10입니다. 투명도는 다이아몬드를 10배의 확대경으로 보았을 때 나타나는 상태를 기준으로 크게 6등급으로 구분합니다.",P,모스경도에 대해 설명해 주세요.
38,다이아몬드에 대해 설명해 주세요.,"일반적으로 다이아몬드는 색상, 투명도, 무게, 및 연마의 4가지 요인에 의해 가치가 결정되는데 이를 ‘4C’라고 합니다. 다이아몬드는 포함된 불순물에 의해 색상이 표현되는데, 가장 흔한 불순물인 질소가 포함되면 노란색이 나타납니다. 붕소가 함유되면 청색을 띄게 됩니다.",P,연마에 대해 설명해 주세요.
38,다이아몬드에 대해 설명해 주세요.,다이아몬드는 광물 종류 중 하나로 탄소 하나의 원소로 이뤄진 원소 광물입니다.대표적인 보석 광물로써 물성이 우수하여 굳기가 매우 우수한 물질로 꼽히며 모스 경도는 가장 단단하다고 여겨지는 1입니다. 또한 결정은 굉장히 비대칭적이어서 모양이 다양합니다.,F,
38,다이아몬드에 대해 설명해 주세요.,다이아몬드는 모든 광물을 통틀어서 가장 높은 굳기와 경도를 자랑합니다. 따라서 다양한 분야에서 다이아몬드는 훌륭한 연마재로 사용됩니다. 그러나 압축력에 대한 저항성이 지극히 약하여 항복강도가 10~20GPa정도 밖에 되지 않다는 특징이 있습니다.,F,
38,다이아몬드에 대해 설명해 주세요.,"다이아몬드는 파쇄에 대한 저항, 충격에 대한 저항, 열에 대한 저항 모두 우수합니다. 다이아몬드는 공학적 규모에서 가장 높은 파쇄 저항성을 가지며, 쇠망치로 힘껏 내리쳐도 결코 꺠지지 않습니다. 또한 녹는점과 끓는 점이 1760-1850도로 매우 높은 수준에서 완전 연소됩니다.",F,
38,다이아몬드에 대해 설명해 주세요.,"다이아몬드는 무색, 노랑, 파랑, 검정 등 자연 상태에서 다양한 색으로 산출됩니다. 일반적인 화이트 다이아몬드는 무색에게 가까울수록 빛이 잘 투과되어 찬란한 무지갯빛을 발할 수 있으므로 더 가치 있는 것으로 평가됩니다. 따라서 무색을 중심으로 색 등급이 형성되어, 가장 무색에 가까운것을 DIAMOND의 첫 글자인 D를 따서 표기합니다.",P,다이아몬드의 색등급에 대해 설명해 주세요.
38,희토류에 대해 설명해 주세요.,"희토류는 말 그대로 ‘희귀한 흙’을 가리킵니다. 엄밀하게는 자연계에서 드물게 존재하는 금속 원소를 담고 있는 흙을 지칭합니다. 이 때문에 영어권 매체에서도 ‘rare earths’라고 표현합니다. 학술적 측면에서는 화학 원소번호 57번부터 71번에 속하는 란탄 계열 15개 원소와 스칸듐, 이트륨을 합친 17개 원소를 뜻합니다.",P,란탄 계열 원소에 대해 설명해 주세요.
38,희토류에 대해 설명해 주세요.,"이들 원소는 화학적으로 매우 안정적이고 건조한 공기에서도 상태에 변화가 없으며 열을 잘 전달하는 특징이 있습니다. 또 소량으로도 기기의 성능을 극대화할 수 있어 관련 업계에서는 ‘첨단산업의 비타민’ ‘녹색산업의 필수품’이라 불립니다. 희토류는 액정표시장치, 발광다이오드, 스마트폰 등 정보기술 전자제품과 미사일 제어장치, 전투기 등 군용 물자에 두루 쓰이고 있습니다.",P,화학적으로 안정적이다는 의미에 대해 설명해 주세요.
38,희토류에 대해 설명해 주세요.,"희토류란 희귀한 토양을 의미하는 뜻으로 희토류를 개발하기 위해서는 다양한 조건이 필요로 합니다. 풍부한 매장량이 우선되어야 하며, 전문 인력이 필요로 하기 때문에 희토류 채굴업은 주로 선진국이 주력으로 밀고 있는 사업에 해당합니다.",F,
38,희토류에 대해 설명해 주세요.,"희토류는 방사성원소를 포함하고 있습니다. 스칸듐, 프로메튠과 같은 우라늄 과의 원소를 포함하고 있어서 굉장히 고위험군의 흙에 해당합니다. 그러나 이에 대한 추출은 비교적 간단하기 때문에 생산성이 우수하여 높은 경제성을 자랑합니다./",F,
38,희토류에 대해 설명해 주세요.,"채굴과 추출과정에서 심각한 환경오염이 발생하며 정화과정에서 비용이 많이 들기 때문에 국제적으로 희토류는 해당 정화과정을 가능한 국가에서만 개발할 수 있습니다. 해당 규정으로 인해 콩고민주공화국과 같은 지역에서는 희토류 개발이 폐쇄되었고 현재는 중국, 러시아가 주로 희토류를 개발하고 있습니다.",F,
38,희토류에 대해 설명해 주세요.,21세기 들어 희토류는 산업적 측면에서 중요성이 더욱 커지고 있습니다. 전기자동차의 엔진에 사용되는 영구자석에는 희토류 원소가 적게는 1㎏에서 최대 12㎏까지 들어가는 것으로 알려져 있습니다. 전자통신 기기에 다방면으로 활용되는 형광체와 광섬유 등에도 필수적인 물질입니다.,P,광섬유에 대해 설명해 주세요.
38,희유금속에 대해 설명해 주세요.,"희금속이라고도 합니다. 이에 대응하는 용어는 보통금속이며, 옛날부터 인류가 사용해 온 금속입니다. 과거에는 극히 소량의 표본 정도밖에 금속으로 석출되지 않아 화학실험용의 시약 정도로 취급되었습니다. 원자력·전자공 ·우주개발 등의 실용화에 따라 그 금속 특유의 성질이 요구되자 공업적으로 금속의 형태로 생산되어 ‘흔히 볼 수 없는 금속’이 아닌 것이 많습니다.",P,원자력에 대해 설명해 주세요.
38,희유금속에 대해 설명해 주세요.,"지각 속에 많이 있지만 정련이 어려웠던 금속:칼슘·망가니즈·칼륨·규소·나트륨·타이타늄, 지각 속에 적지만 정련이 쉬운 금속:비소·비스무트·카드뮴·코발트·셀레늄·텔루륨·안티모니, 지각 속에 적고 정련도 어려운 금속:바륨·베릴륨·붕소·세륨·크로뮴·나이오븀·갈륨·저마늄·하프늄·인듐·리튬·몰리브데넘·스트론튬·탄탈럼·탈륨·토륨·텅스텐·우라늄·지르코늄 등입니다.",P,타이타늄에 대해 설명해 주세요.
38,희유금속에 대해 설명해 주세요.,희유금속은 희귀한 금속이라는 뜻으로 주로 보석류가 많습니다. 가장 대표적은 희유금속은 다이아몬드로 탄소로 구성된 완전한 금속으로 평가받습니다. 또한 희유금속은 산공업에서 사용되는 것보다 사치품 시장에서 대대적으로 사용되고 있습니다.,F,
38,희유금속에 대해 설명해 주세요.,"희유 금속은 천연의 존재량 자체가 적은 금속을 의미합니다. 따라서 원천적인 수량의 부족이 있어야 하기 때문에 수량이 많으나 제련이 어려운 금속은 희소금속으로 포함하지 않습니다. 대표적으로 바륨,베릴륨,셀레늄,갈륨,게르마늄 등이 희유금속에 해당합니다",F,
38,희유금속에 대해 설명해 주세요.,"전기차, 신재생에너지 등이 차세대 산업으로 떠오르게 되면서 여기에 필요한 베릴륨,셀레늄,코발트와 같은 희유금속의 수요가 늘어나고 있습니다.또한 희유금속은 국제적으로 명확하게 정의되어 있는데 현재 칼륨,니켈,비소,안티몬,우라늄,플라토늄 등이 추가되어 53종이 있습니다.",F,
38,해양지질학에 대해 설명해 주세요.,"해양지질학은 해저의 지질을 대상으로 하는 지질학의 한 분야입니다. 일부에서는 해저지질학이라고도 하며, 해양학적 측면을 강조할 경우에는 지질해양학 이라고 부르기도 합니다. 지구표면의 72%를 차지하는 해양이지만 대륙보다 그동안 해양의 지질학적 연구는 많이 이루어지지 못하였습니다.",P,해저에 대해 설명해 주세요.
38,해양지질학에 대해 설명해 주세요.,"최근에는 해저를 조사하는 기술이 크게 발달하였고, 그 조사 결과에 의해 해저의 지질구조가 그렇게 단순한 것이 아니라는 것이 알려지게 되면서 해양지질학의 괄목할만한 발전이 이루어졌습니다. 해양지질학은 지질학을 중심으로 하여 지구물리학, 지구화학, 해양학, 생물학, 천문학 등의 여러 분야와 관련되어 있습니다.",P,천문학과 해양지질학의 관계에 대해 설명해 주세요.
38,해양지질학에 대해 설명해 주세요.,"해양지질학은 해저지층을연구하는 학문으로 해저지층이 지구 표면의 3/4를 차지하기 때문에 해양을 제외하고 지질하그로 구분하여도 무관하다. 또한 해양지질학 내부에는 물리해양지질학, 화학해양지질학, 생물해양지질학, 해양경제지질학 등 다양한 세부분야가 존재한다.",F,
